tier,metric,diff_bin,win_rate,num_samples
GRANDMASTER,goldDiff,8500.0,0.9305555555555556,360
GRANDMASTER,goldDiff,9000.0,0.927536231884058,345
GRANDMASTER,goldDiff,9500.0,0.98,250
GRANDMASTER,goldDiff,10000.0,1.0,180
GRANDMASTER,goldDiff,10500.0,0.967741935483871,155
GRANDMASTER,goldDiff,11000.0,1.0,120
GRANDMASTER,goldDiff,11500.0,0.96875,160
GRANDMASTER,goldDiff,12000.0,1.0,85
GRANDMASTER,goldDiff,12500.0,1.0,75
GRANDMASTER,goldDiff,13500.0,1.0,70
GRANDMASTER,totalKillDiff,-24.0,0.0,70
GRANDMASTER,totalKillDiff,-22.0,0.0,55
GRANDMASTER,totalKillDiff,-21.0,0.07692307692307693,65
GRANDMASTER,totalKillDiff,-20.0,0.0,95
GRANDMASTER,totalKillDiff,-19.0,0.07407407407407407,135
GRANDMASTER,totalKillDiff,-18.0,0.0,155
GRANDMASTER,totalKillDiff,-17.0,0.025,200
GRANDMASTER,totalKillDiff,-16.0,0.03636363636363636,275
GRANDMASTER,totalKillDiff,-15.0,0.03076923076923077,325
GRANDMASTER,totalKillDiff,-14.0,0.057971014492753624,345
GRANDMASTER,totalKillDiff,-13.0,0.0379746835443038,395
GRANDMASTER,totalKillDiff,-12.0,0.05982905982905983,585
GRANDMASTER,totalKillDiff,-11.0,0.06201550387596899,645
GRANDMASTER,totalKillDiff,-10.0,0.10759493670886076,790
GRANDMASTER,totalKillDiff,-9.0,0.15463917525773196,970
GRANDMASTER,totalKillDiff,-8.0,0.16355140186915887,1070
GRANDMASTER,totalKillDiff,-7.0,0.2017167381974249,1165
GRANDMASTER,totalKillDiff,-6.0,0.23106060606060605,1320
GRANDMASTER,totalKillDiff,-5.0,0.2737226277372263,1370
GRANDMASTER,totalKillDiff,-4.0,0.32673267326732675,1515
GRANDMASTER,totalKillDiff,-3.0,0.36054421768707484,1470
GRANDMASTER,totalKillDiff,-2.0,0.4050632911392405,1580
GRANDMASTER,totalKillDiff,-1.0,0.4661016949152542,1770
GRANDMASTER,totalKillDiff,0.0,0.526984126984127,1575
GRANDMASTER,totalKillDiff,1.0,0.5260273972602739,1825
GRANDMASTER,totalKillDiff,2.0,0.6132596685082873,1810
GRANDMASTER,totalKillDiff,3.0,0.7068403908794788,1535
GRANDMASTER,totalKillDiff,4.0,0.6753246753246753,1540
GRANDMASTER,totalKillDiff,5.0,0.7387096774193549,1550
GRANDMASTER,totalKillDiff,6.0,0.7378640776699029,1545
GRANDMASTER,totalKillDiff,7.0,0.8178137651821862,1235
GRANDMASTER,totalKillDiff,8.0,0.8188405797101449,1380
GRANDMASTER,totalKillDiff,9.0,0.8502024291497976,1235
GRANDMASTER,totalKillDiff,10.0,0.844559585492228,965
GRANDMASTER,totalKillDiff,11.0,0.8354430379746836,790
GRANDMASTER,totalKillDiff,12.0,0.8880597014925373,670
GRANDMASTER,totalKillDiff,13.0,0.8796296296296297,540
GRANDMASTER,totalKillDiff,14.0,0.9285714285714286,560
GRANDMASTER,totalKillDiff,15.0,0.9054054054054054,370
GRANDMASTER,totalKillDiff,16.0,0.9565217391304348,345
GRANDMASTER,totalKillDiff,17.0,0.9444444444444444,270
GRANDMASTER,totalKillDiff,18.0,0.8461538461538461,195
GRANDMASTER,totalKillDiff,19.0,0.9655172413793104,145
GRANDMASTER,totalKillDiff,20.0,0.9444444444444444,90
GRANDMASTER,totalKillDiff,21.0,0.8888888888888888,135
GRANDMASTER,totalKillDiff,22.0,1.0,75
GRANDMASTER,totalKillDiff,23.0,1.0,70
GRANDMASTER,dragonDiff,-4.0,0.21428571428571427,630
GRANDMASTER,dragonDiff,-3.0,0.19829424307036247,2345
GRANDMASTER,dragonDiff,-2.0,0.3109567901234568,6480
GRANDMASTER,dragonDiff,-1.0,0.4566608493310064,8595
GRANDMASTER,dragonDiff,0.0,0.5806223479490806,7070
GRANDMASTER,dragonDiff,1.0,0.6758409785932722,6540
GRANDMASTER,dragonDiff,2.0,0.7576142131979695,3940
GRANDMASTER,dragonDiff,3.0,0.7983870967741935,1240
GRANDMASTER,dragonDiff,4.0,0.825,200
GRANDMASTER,elderDiff,0.0,0.5186137809665629,36935
GRANDMASTER,elderDiff,1.0,0.5454545454545454,55
GRANDMASTER,heraldDiff,-1.0,0.376131221719457,8840
GRANDMASTER,heraldDiff,0.0,0.5292338709677419,14880
GRANDMASTER,heraldDiff,1.0,0.600975975975976,13320
GRANDMASTER,baronDiff,-2.0,0.43478260869565216,115
GRANDMASTER,baronDiff,-1.0,0.2857142857142857,1435
GRANDMASTER,baronDiff,0.0,0.5213801238572693,33910
GRANDMASTER,baronDiff,1.0,0.6885813148788927,1445
GRANDMASTER,baronDiff,2.0,0.5416666666666666,120
GRANDMASTER,atakhanDiff,-1.0,0.31024930747922436,5415
GRANDMASTER,atakhanDiff,0.0,0.5268650947042907,25870
GRANDMASTER,atakhanDiff,1.0,0.6768027801911382,5755
GRANDMASTER,grubDiff,-3.0,0.4011127971674254,9885
GRANDMASTER,grubDiff,-1.0,0.4547970479704797,5420
GRANDMASTER,grubDiff,1.0,0.5634648370497427,5830
GRANDMASTER,grubDiff,3.0,0.5966677145551713,15905
GRANDMASTER,outerTowerDiff,-3.0,0.07346938775510205,1225
GRANDMASTER,outerTowerDiff,-2.0,0.14566284779050737,3055
GRANDMASTER,outerTowerDiff,-1.0,0.27769679300291544,6860
GRANDMASTER,outerTowerDiff,-0.0,0.5102753005040713,12895
GRANDMASTER,outerTowerDiff,1.0,0.7143830947511929,7335
GRANDMASTER,outerTowerDiff,2.0,0.8514851485148515,4040
GRANDMASTER,outerTowerDiff,3.0,0.9233128834355828,1630
GRANDMASTER,innerTowerDiff,-3.0,0.06635071090047394,1055
GRANDMASTER,innerTowerDiff,-2.0,0.1394335511982571,2295
GRANDMASTER,innerTowerDiff,-1.0,0.2595907928388747,3910
GRANDMASTER,innerTowerDiff,-0.0,0.5179425837320574,20900
GRANDMASTER,innerTowerDiff,1.0,0.7431289640591966,4730
GRANDMASTER,innerTowerDiff,2.0,0.8128440366972477,2725
GRANDMASTER,innerTowerDiff,3.0,0.8736842105263158,1425
GRANDMASTER,baseTowerDiff,-3.0,0.2608695652173913,115
GRANDMASTER,baseTowerDiff,-2.0,0.0859375,640
GRANDMASTER,baseTowerDiff,-1.0,0.20689655172413793,1740
GRANDMASTER,baseTowerDiff,-0.0,0.5159802830338687,31445
GRANDMASTER,baseTowerDiff,1.0,0.8083140877598153,2165
GRANDMASTER,baseTowerDiff,2.0,0.8496732026143791,765
GRANDMASTER,baseTowerDiff,3.0,0.7941176470588235,170
CHALLENGER,goldDiff,-12000.0,0.0,90
CHALLENGER,goldDiff,-11500.0,0.041666666666666664,120
CHALLENGER,goldDiff,-11000.0,0.0,95
CHALLENGER,goldDiff,-10500.0,0.0,150
CHALLENGER,goldDiff,-10000.0,0.0,180
CHALLENGER,goldDiff,-9500.0,0.0,140
CHALLENGER,goldDiff,-9000.0,0.020833333333333332,240
CHALLENGER,goldDiff,-8500.0,0.020833333333333332,240
CHALLENGER,goldDiff,-8000.0,0.04819277108433735,415
CHALLENGER,goldDiff,-7500.0,0.045454545454545456,330
CHALLENGER,goldDiff,-7000.0,0.061855670103092786,485
CHALLENGER,goldDiff,-6500.0,0.09195402298850575,435
CHALLENGER,goldDiff,-6000.0,0.125,560
CHALLENGER,goldDiff,-5500.0,0.09285714285714286,700
CHALLENGER,goldDiff,-5000.0,0.12578616352201258,795
CHALLENGER,goldDiff,-4500.0,0.1206896551724138,870
CHALLENGER,goldDiff,-4000.0,0.13612565445026178,955
CHALLENGER,goldDiff,-3500.0,0.20408163265306123,980
CHALLENGER,goldDiff,-3000.0,0.23979591836734693,980
CHALLENGER,goldDiff,-2500.0,0.22624434389140272,1105
CHALLENGER,goldDiff,-2000.0,0.3375,1200
CHALLENGER,goldDiff,-1500.0,0.396078431372549,1275
CHALLENGER,goldDiff,-1000.0,0.4460431654676259,1390
CHALLENGER,goldDiff,-500.0,0.42758620689655175,1450
CHALLENGER,goldDiff,0.0,0.5105633802816901,1420
CHALLENGER,goldDiff,500.0,0.5484949832775919,1495
CHALLENGER,goldDiff,1000.0,0.6229508196721312,1525
CHALLENGER,goldDiff,1500.0,0.6413043478260869,1380
CHALLENGER,goldDiff,2000.0,0.7272727272727273,1265
CHALLENGER,goldDiff,2500.0,0.7258687258687259,1295
CHALLENGER,goldDiff,3000.0,0.8211382113821138,1230
CHALLENGER,goldDiff,3500.0,0.8755555555555555,1125
CHALLENGER,goldDiff,4000.0,0.798941798941799,945
CHALLENGER,goldDiff,4500.0,0.8557213930348259,1005
CHALLENGER,goldDiff,5000.0,0.8502994011976048,835
CHALLENGER,goldDiff,5500.0,0.9140625,640
CHALLENGER,goldDiff,6000.0,0.9318181818181818,660
CHALLENGER,goldDiff,6500.0,0.9291338582677166,635
CHALLENGER,goldDiff,7000.0,0.9130434782608695,460
CHALLENGER,goldDiff,7500.0,0.9285714285714286,420
CHALLENGER,goldDiff,8000.0,0.9333333333333333,375
CHALLENGER,goldDiff,8500.0,0.9365079365079365,315
CHALLENGER,goldDiff,9000.0,0.9473684210526315,285
CHALLENGER,goldDiff,9500.0,0.9838709677419355,310
CHALLENGER,goldDiff,10000.0,1.0,210
CHALLENGER,goldDiff,10500.0,1.0,150
CHALLENGER,goldDiff,11000.0,0.9523809523809523,105
CHALLENGER,goldDiff,11500.0,0.9583333333333334,120
CHALLENGER,goldDiff,12500.0,1.0,80
CHALLENGER,totalKillDiff,-22.0,0.0,50
CHALLENGER,totalKillDiff,-21.0,0.0,50
CHALLENGER,totalKillDiff,-20.0,0.058823529411764705,85
CHALLENGER,totalKillDiff,-19.0,0.05263157894736842,95
CHALLENGER,totalKillDiff,-18.0,0.038461538461538464,130
CHALLENGER,totalKillDiff,-17.0,0.03125,160
CHALLENGER,totalKillDiff,-16.0,0.044444444444444446,225
CHALLENGER,totalKillDiff,-15.0,0.06557377049180328,305
CHALLENGER,totalKillDiff,-14.0,0.10714285714285714,280
CHALLENGER,totalKillDiff,-13.0,0.0410958904109589,365
CHALLENGER,totalKillDiff,-12.0,0.09090909090909091,495
CHALLENGER,totalKillDiff,-11.0,0.12121212121212122,495
CHALLENGER,totalKillDiff,-10.0,0.1297709923664122,655
CHALLENGER,totalKillDiff,-9.0,0.1286549707602339,855
CHALLENGER,totalKillDiff,-8.0,0.135678391959799,995
CHALLENGER,totalKillDiff,-7.0,0.1875,1040
CHALLENGER,totalKillDiff,-6.0,0.21030042918454936,1165
CHALLENGER,totalKillDiff,-5.0,0.2537878787878788,1320
CHALLENGER,totalKillDiff,-4.0,0.31521739130434784,1380
CHALLENGER,totalKillDiff,-3.0,0.4027777777777778,1440
CHALLENGER,totalKillDiff,-2.0,0.39692307692307693,1625
CHALLENGER,totalKillDiff,-1.0,0.4938650306748466,1630
CHALLENGER,totalKillDiff,0.0,0.5615615615615616,1665
CHALLENGER,totalKillDiff,1.0,0.5375722543352601,1730
CHALLENGER,totalKillDiff,2.0,0.5784313725490197,1530
CHALLENGER,totalKillDiff,3.0,0.6621621621621622,1480
CHALLENGER,totalKillDiff,4.0,0.6710526315789473,1520
CHALLENGER,totalKillDiff,5.0,0.7077464788732394,1420
CHALLENGER,totalKillDiff,6.0,0.7429577464788732,1420
CHALLENGER,totalKillDiff,7.0,0.8267716535433071,1270
CHALLENGER,totalKillDiff,8.0,0.8185654008438819,1185
CHALLENGER,totalKillDiff,9.0,0.8508771929824561,1140
CHALLENGER,totalKillDiff,10.0,0.8571428571428571,805
CHALLENGER,totalKillDiff,11.0,0.8846153846153846,650
CHALLENGER,totalKillDiff,12.0,0.8787878787878788,660
CHALLENGER,totalKillDiff,13.0,0.9072164948453608,485
CHALLENGER,totalKillDiff,14.0,0.9411764705882353,425
CHALLENGER,totalKillDiff,15.0,0.958904109589041,365
CHALLENGER,totalKillDiff,16.0,0.9516129032258065,310
CHALLENGER,totalKillDiff,17.0,0.8888888888888888,135
CHALLENGER,totalKillDiff,18.0,0.84375,160
CHALLENGER,totalKillDiff,19.0,0.896551724137931,145
CHALLENGER,totalKillDiff,20.0,1.0,95
CHALLENGER,totalKillDiff,21.0,0.9583333333333334,120
CHALLENGER,totalKillDiff,23.0,0.8181818181818182,55
CHALLENGER,dragonDiff,-4.0,0.09803921568627451,510
CHALLENGER,dragonDiff,-3.0,0.21145374449339208,2270
CHALLENGER,dragonDiff,-2.0,0.33974358974358976,6240
CHALLENGER,dragonDiff,-1.0,0.4542124542124542,8190
CHALLENGER,dragonDiff,0.0,0.5963808025177026,6355
CHALLENGER,dragonDiff,1.0,0.6931034482758621,5800
CHALLENGER,dragonDiff,2.0,0.76103500761035,3285
CHALLENGER,dragonDiff,3.0,0.815,1000
CHALLENGER,dragonDiff,4.0,0.7894736842105263,190
CHALLENGER,elderDiff,0.0,0.5216104203670812,33780
CHALLENGER,heraldDiff,-1.0,0.37516869095816463,7410
CHALLENGER,heraldDiff,0.0,0.5312041116005873,13620
CHALLENGER,heraldDiff,1.0,0.5956284153005464,12810
CHALLENGER,baronDiff,-2.0,0.4230769230769231,130
CHALLENGER,baronDiff,-1.0,0.2923728813559322,1180
CHALLENGER,baronDiff,0.0,0.5242687238829958,31110
CHALLENGER,baronDiff,1.0,0.6679245283018868,1325
CHALLENGER,baronDiff,2.0,0.5294117647058824,85
CHALLENGER,atakhanDiff,-1.0,0.30991735537190085,4840
CHALLENGER,atakhanDiff,0.0,0.5285954583683767,23780
CHALLENGER,atakhanDiff,1.0,0.6848659003831418,5220
CHALLENGER,grubDiff,-3.0,0.39272134709397066,9205
CHALLENGER,grubDiff,-1.0,0.5091277890466531,4930
CHALLENGER,grubDiff,1.0,0.6080305927342257,5230
CHALLENGER,grubDiff,3.0,0.5761658031088083,14475
CHALLENGER,outerTowerDiff,-3.0,0.075,1000
CHALLENGER,outerTowerDiff,-2.0,0.17142857142857143,2800
CHALLENGER,outerTowerDiff,-1.0,0.27455919395465994,5955
CHALLENGER,outerTowerDiff,-0.0,0.5135473113797415,11995
CHALLENGER,outerTowerDiff,1.0,0.709143268538517,6945
CHALLENGER,outerTowerDiff,2.0,0.8201634877384196,3670
CHALLENGER,outerTowerDiff,3.0,0.9220338983050848,1475
CHALLENGER,innerTowerDiff,-3.0,0.08379888268156424,895
CHALLENGER,innerTowerDiff,-2.0,0.14936708860759493,1975
CHALLENGER,innerTowerDiff,-1.0,0.2727272727272727,3685
CHALLENGER,innerTowerDiff,-0.0,0.5182707153885744,19430
CHALLENGER,innerTowerDiff,1.0,0.7558962264150944,4240
CHALLENGER,innerTowerDiff,2.0,0.8172268907563025,2380
CHALLENGER,innerTowerDiff,3.0,0.8502024291497976,1235
CHALLENGER,baseTowerDiff,-3.0,0.08333333333333333,120
CHALLENGER,baseTowerDiff,-2.0,0.13414634146341464,410
CHALLENGER,baseTowerDiff,-1.0,0.190625,1600
CHALLENGER,baseTowerDiff,-0.0,0.5223957439505749,29135
CHALLENGER,baseTowerDiff,1.0,0.7974025974025974,1925
CHALLENGER,baseTowerDiff,2.0,0.7850467289719626,535
CHALLENGER,baseTowerDiff,3.0,0.8695652173913043,115
