win,goldDiff,totalKillDiff,dragonDiff,elderDiff,heraldDiff,baronDiff,atakhanDiff,grubDiff,outerTowerDiff,innerTowerDiff,baseTowerDiff
0,-5430.597090663058,-8.483085250338295,-1.3757007539145563,-0.0054610477479219025,-0.19490624395901798,-0.18949352406727238,-0.3829016044848251,-0.3040305432051034,-0.8939203556930214,-1.0525807075198144,-0.5355693021457568
1,5567.459642776396,8.868415102871355,0.9087497173863893,0.005200090436355415,0.36296631245760796,0.15604793126836988,0.33972416911598463,0.8950486095410355,0.9847614741125933,1.1073027356997514,0.5595749491295501
