baseTowerDiff,win_rate,num_samples,std_win
-3.0,0.13153153153153152,1110,0.33813309707909905
-2.0,0.13776204737271985,3673,0.3446969889181329
-1.0,0.21982758620689655,9976,0.4141504700884871
-0.0,0.5074828227539486,103771,0.4999464131266314
1.0,0.7725160829163689,11192,0.4192262966396752
2.0,0.8487989886219974,3955,0.35828999933102484
3.0,0.9,1220,0.3001230264558582
