baronDiff,win_rate,num_samples,std_win
-3.0,0.379746835443038,79,0.48842492713311164
-2.0,0.3216374269005848,1026,0.4673324915740264
-1.0,0.2861008610086101,8130,0.45196491465703637
0.0,0.5106372058408397,116901,0.4998889751374399
1.0,0.711643922969009,7841,0.45302651601576666
2.0,0.707035755478662,867,0.45538487375694464
