dragonDiff,win_rate,num_samples,std_win
-4.0,0.10731892301858172,2637,0.3095769941724396
-3.0,0.17648409691124126,8709,0.38125339415756476
-2.0,0.29455294833965623,21351,0.4558522146347919
-1.0,0.4081494420876261,28051,0.4914998340790948
0.0,0.5376241769116583,26273,0.4985919005202757
1.0,0.6615492550864595,24231,0.4731924332316465
2.0,0.7667257982767359,15784,0.4229286947133592
3.0,0.856134012153063,6089,0.35098261603001096
4.0,0.891647855530474,1772,0.31091238229543905
